년도,월,일,자치구명,시간대구분,총생활인구수
2022,01,27,종로구,4,204139.9795
2022,01,27,중구,4,167953.6758
2022,01,27,용산구,4,259312.6681
2022,01,27,성동구,4,327093.202
2022,01,27,광진구,4,366031.0982
2022,01,27,동대문구,4,347712.3577
2022,01,27,중랑구,4,380577.8338
2022,01,27,성북구,4,435498.0022
2022,01,27,강북구,4,311815.3934
2022,01,27,도봉구,4,291888.5657
2022,01,27,노원구,4,532138.1413
2022,01,27,은평구,4,477639.376
2022,01,27,서대문구,4,344625.9991
2022,01,27,마포구,4,411560.4803
2022,01,27,양천구,4,399979.075
2022,01,27,강서구,4,558314.9276
2022,01,27,구로구,4,392607.7093
2022,01,27,금천구,4,205421.271
2022,01,27,영등포구,4,421267.938
2022,01,27,동작구,4,403245.9237
2022,01,27,관악구,4,508329.5155
2022,01,27,서초구,4,476170.876
2022,01,27,강남구,4,652872.2037
2022,01,27,송파구,4,741537.0625
2022,01,27,강동구,4,538742.7745
2022,01,27,종로구,5,206453.0938
2022,01,27,중구,5,168865.2786
2022,01,27,용산구,5,262247.4092
2022,01,27,성동구,5,331141.7926
2022,01,27,광진구,5,365755.0009
2022,01,27,동대문구,5,347453.9517
2022,01,27,중랑구,5,377725.1011
2022,01,27,성북구,5,434774.0682
2022,01,27,강북구,5,309353.2297
2022,01,27,도봉구,5,290370.4295
2022,01,27,노원구,5,529052.3532
2022,01,27,은평구,5,474985.0553
2022,01,27,서대문구,5,345607.1763
2022,01,27,마포구,5,413208.466
2022,01,27,양천구,5,399618.5658
2022,01,27,강서구,5,560352.0265
2022,01,27,구로구,5,390339.9742
2022,01,27,금천구,5,204591.175
2022,01,27,영등포구,5,423869.5154
2022,01,27,동작구,5,403465.6706
2022,01,27,관악구,5,505980.963
2022,01,27,서초구,5,485624.6359
2022,01,27,강남구,5,661824.3782
2022,01,27,송파구,5,743707.3008
2022,01,27,강동구,5,537554.1264
2022,01,27,종로구,6,216309.735
2022,01,27,중구,6,182271.3767
2022,01,27,용산구,6,269709.8085
2022,01,27,성동구,6,338566.3318
2022,01,27,광진구,6,363686.9464
2022,01,27,동대문구,6,347306.2274
2022,01,27,중랑구,6,370758.3969
2022,01,27,성북구,6,430233.4751
2022,01,27,강북구,6,302921.1972
2022,01,27,도봉구,6,286494.3559
2022,01,27,노원구,6,520831.717
2022,01,27,은평구,6,467018.8196
2022,01,27,서대문구,6,345873.8403
2022,01,27,마포구,6,417332.3407
2022,01,27,양천구,6,394723.7389
2022,01,27,강서구,6,560031.3567
2022,01,27,구로구,6,388988.6517
2022,01,27,금천구,6,207462.4621
2022,01,27,영등포구,6,434312.7268
2022,01,27,동작구,6,401004.9318
2022,01,27,관악구,6,498939.1687
2022,01,27,서초구,6,512917.8149
2022,01,27,강남구,6,687482.3821
2022,01,27,송파구,6,746670.1285
2022,01,27,강동구,6,531570.8303
2022,01,27,종로구,22,210326.497
2022,01,27,중구,22,183331.3113
2022,01,27,용산구,22,259838.6411
2022,01,27,성동구,22,336475.3356
2022,01,27,광진구,22,366460.7242
2022,01,27,동대문구,22,341059.3057
2022,01,27,중랑구,22,372296.9403
2022,01,27,성북구,22,429139.7129
2022,01,27,강북구,22,305996.8142
2022,01,27,도봉구,22,291276.0621
2022,01,27,노원구,22,519809.4922
2022,01,27,은평구,22,465874.8623
2022,01,27,서대문구,22,343077.5258
2022,01,27,마포구,22,415799.7895
2022,01,27,양천구,22,400206.2604
2022,01,27,강서구,22,554078.358
2022,01,27,구로구,22,395432.9083
2022,01,27,금천구,22,211626.0934
2022,01,27,영등포구,22,432651.2809
2022,01,27,동작구,22,394178.7842
2022,01,27,관악구,22,492513.1658
2022,01,27,서초구,22,504332.3822
2022,01,27,강남구,22,693960.6652
2022,01,27,송파구,22,738007.6393
2022,01,27,강동구,22,530728.1277
2022,01,27,종로구,23,203156.1298
2022,01,27,중구,23,173791.3593
2022,01,27,용산구,23,255187.1488
2022,01,27,성동구,23,325409.9275
2022,01,27,광진구,23,362556.6581
2022,01,27,동대문구,23,341963.5431
2022,01,27,중랑구,23,378167.2722
2022,01,27,성북구,23,428912.8973
2022,01,27,강북구,23,310889.616
2022,01,27,도봉구,23,290998.4053
2022,01,27,노원구,23,529185.2771
2022,01,27,은평구,23,474941.8528
2022,01,27,서대문구,23,342438.1022
2022,01,27,마포구,23,407686.4352
2022,01,27,양천구,23,404046.9118
2022,01,27,강서구,23,553183.6345
2022,01,27,구로구,23,391846.6608
2022,01,27,금천구,23,208377.2464
2022,01,27,영등포구,23,418549.3762
2022,01,27,동작구,23,400288.8244
2022,01,27,관악구,23,498732.4724
2022,01,27,서초구,23,478133.0257
2022,01,27,강남구,23,667143.8621
2022,01,27,송파구,23,739546.0194
2022,01,27,강동구,23,535354.5735
2022,01,28,종로구,0,201179.1357
2022,01,28,중구,0,172387.0712
2022,01,28,용산구,0,254105.2754
2022,01,28,성동구,0,323901.7895
2022,01,28,광진구,0,362701.1999
2022,01,28,동대문구,0,341959.1877
2022,01,28,중랑구,0,379236.2549
2022,01,28,성북구,0,429429.705
2022,01,28,강북구,0,311929.6015
2022,01,28,도봉구,0,291969.8337
2022,01,28,노원구,0,529904.4682
2022,01,28,은평구,0,476568.1301
2022,01,28,서대문구,0,342043.3218
2022,01,28,마포구,0,405837.8267
2022,01,28,양천구,0,404013.2368
2022,01,28,강서구,0,553727.6909
2022,01,28,구로구,0,392198.7139
2022,01,28,금천구,0,208209.1064
2022,01,28,영등포구,0,416948.8815
2022,01,28,동작구,0,401056.522
2022,01,28,관악구,0,499775.8951
2022,01,28,서초구,0,474463.1912
2022,01,28,강남구,0,658663.2491
2022,01,28,송파구,0,737918.5292
2022,01,28,강동구,0,537613.6381
2022,01,28,종로구,1,200305.2145
2022,01,28,중구,1,170592.6634
2022,01,28,용산구,1,254687.0483
2022,01,28,성동구,1,323952.6974
2022,01,28,광진구,1,363396.876
2022,01,28,동대문구,1,342569.4418
2022,01,28,중랑구,1,379585.0771
2022,01,28,성북구,1,429555.226
2022,01,28,강북구,1,312299.1924
2022,01,28,도봉구,1,293066.9437
2022,01,28,노원구,1,530279.9354
2022,01,28,은평구,1,477291.6667
2022,01,28,서대문구,1,341695.3855
2022,01,28,마포구,1,406734.4192
2022,01,28,양천구,1,401450.229
2022,01,28,강서구,1,554080.2327
2022,01,28,구로구,1,391212.3882
2022,01,28,금천구,1,206814.782
2022,01,28,영등포구,1,416317.9835
2022,01,28,동작구,1,400877.359
2022,01,28,관악구,1,501355.9699
2022,01,28,서초구,1,472034.8277
2022,01,28,강남구,1,653169.6257
2022,01,28,송파구,1,737364.45
2022,01,28,강동구,1,537963.4938
2022,01,28,종로구,2,200042.2868
2022,01,28,중구,2,168361.5112
2022,01,28,용산구,2,254924.0336
2022,01,28,성동구,2,323745.8876
2022,01,28,광진구,2,363760.6998
2022,01,28,동대문구,2,343154.0878
2022,01,28,중랑구,2,379915.4928
2022,01,28,성북구,2,429858.7137
2022,01,28,강북구,2,312708.4868
2022,01,28,도봉구,2,293039.4598
2022,01,28,노원구,2,531054.0875
2022,01,28,은평구,2,477901.162
2022,01,28,서대문구,2,341578.4309
2022,01,28,마포구,2,406648.6313
2022,01,28,양천구,2,401008.2807
2022,01,28,강서구,2,554409.1012
2022,01,28,구로구,2,390892.6783
2022,01,28,금천구,2,206297.1383
2022,01,28,영등포구,2,415983.2777
2022,01,28,동작구,2,400905.5443
2022,01,28,관악구,2,502063.8503
2022,01,28,서초구,2,470371.3956
2022,01,28,강남구,2,650242.6377
2022,01,28,송파구,2,737172.9412
2022,01,28,강동구,2,538260.1821
2022,01,28,종로구,3,200030.6856
2022,01,28,중구,3,166563.4817
2022,01,28,용산구,3,255259.3509
2022,01,28,성동구,3,323884.8383
2022,01,28,광진구,3,363881.827
2022,01,28,동대문구,3,343429.3434
2022,01,28,중랑구,3,380363.9643
2022,01,28,성북구,3,430422.9978
2022,01,28,강북구,3,312821.749
2022,01,28,도봉구,3,293399.7936
2022,01,28,노원구,3,531259.189
2022,01,28,은평구,3,478252.1237
2022,01,28,서대문구,3,340922.4
2022,01,28,마포구,3,407102.8667
2022,01,28,양천구,3,401002.9208
2022,01,28,강서구,3,554767.634
2022,01,28,구로구,3,391102.3033
2022,01,28,금천구,3,206134.1854
2022,01,28,영등포구,3,415519.4519
2022,01,28,동작구,3,401653.2906
2022,01,28,관악구,3,502158.066
2022,01,28,서초구,3,470116.6094
2022,01,28,강남구,3,648603.8267
2022,01,28,송파구,3,737124.2793
2022,01,28,강동구,3,538335.8829
2022,01,28,종로구,4,202264.817
2022,01,28,중구,4,165571.5673
2022,01,28,용산구,4,257391.4502
2022,01,28,성동구,4,325807.032
2022,01,28,광진구,4,364096.9991
2022,01,28,동대문구,4,344038.557
2022,01,28,중랑구,4,379682.0685
2022,01,28,성북구,4,431274.6802
2022,01,28,강북구,4,311272.0092
2022,01,28,도봉구,4,291937.0144
2022,01,28,노원구,4,530606.6164
2022,01,28,은평구,4,476756.1783
2022,01,28,서대문구,4,341224.4794
2022,01,28,마포구,4,408425.0085
2022,01,28,양천구,4,399066.4979
2022,01,28,강서구,4,555935.9923
2022,01,28,구로구,4,391497.8432
2022,01,28,금천구,4,204267.0993
2022,01,28,영등포구,4,417344.5926
2022,01,28,동작구,4,400587.3959
2022,01,28,관악구,4,502283.1127
2022,01,28,서초구,4,474014.3291
2022,01,28,강남구,4,648791.9571
2022,01,28,송파구,4,737513.5666
2022,01,28,강동구,4,537854.8335
2022,01,28,종로구,5,204489.6079
2022,01,28,중구,5,165891.9279
2022,01,28,용산구,5,260241.4923
2022,01,28,성동구,5,329505.3151
2022,01,28,광진구,5,363698.6546
2022,01,28,동대문구,5,344455.1471
2022,01,28,중랑구,5,376663.0882
2022,01,28,성북구,5,430082.6494
2022,01,28,강북구,5,308859.5225
2022,01,28,도봉구,5,290826.078
2022,01,28,노원구,5,527987.3704
2022,01,28,은평구,5,474184.129
2022,01,28,서대문구,5,342216.4935
2022,01,28,마포구,5,408855.8533
2022,01,28,양천구,5,399385.6161
2022,01,28,강서구,5,558052.1693
2022,01,28,구로구,5,390033.5201
2022,01,28,금천구,5,203534.125
2022,01,28,영등포구,5,420478.0891
2022,01,28,동작구,5,400672.6472
2022,01,28,관악구,5,499762.966
2022,01,28,서초구,5,482146.8015
2022,01,28,강남구,5,657668.6803
2022,01,28,송파구,5,738988.7946
2022,01,28,강동구,5,536843.7919
2022,01,28,종로구,6,214450.9639
2022,01,28,중구,6,177307.1832
2022,01,28,용산구,6,266977.5151
2022,01,28,성동구,6,335966.5598
2022,01,28,광진구,6,362436.3787
2022,01,28,동대문구,6,343571.2573
2022,01,28,중랑구,6,370064.42
2022,01,28,성북구,6,426033.1942
2022,01,28,강북구,6,302939.4009
2022,01,28,도봉구,6,286655.5582
2022,01,28,노원구,6,520253.7125
2022,01,28,은평구,6,466711.407
2022,01,28,서대문구,6,342425.3284
2022,01,28,마포구,6,413030.103
2022,01,28,양천구,6,394958.9178
2022,01,28,강서구,6,558044.9401
2022,01,28,구로구,6,387756.6323
2022,01,28,금천구,6,206401.0329
2022,01,28,영등포구,6,430315.5439
2022,01,28,동작구,6,399009.8199
2022,01,28,관악구,6,492985.9204
2022,01,28,서초구,6,507115.3335
2022,01,28,강남구,6,682675.7901
2022,01,28,송파구,6,741785.4007
2022,01,28,강동구,6,530377.2495
2022,01,28,종로구,22,203464.3285
2022,01,28,중구,22,174108.0932
2022,01,28,용산구,22,255909.21
2022,01,28,성동구,22,326335.2624
2022,01,28,광진구,22,356577.1145
2022,01,28,동대문구,22,333272.9689
2022,01,28,중랑구,22,372206.3782
2022,01,28,성북구,22,420963.4434
2022,01,28,강북구,22,306686.7624
2022,01,28,도봉구,22,291858.7831
2022,01,28,노원구,22,518662.0409
2022,01,28,은평구,22,462094.1825
2022,01,28,서대문구,22,337334.8916
2022,01,28,마포구,22,406486.4979
2022,01,28,양천구,22,397493.1859
2022,01,28,강서구,22,544686.3572
2022,01,28,구로구,22,388866.251
2022,01,28,금천구,22,205037.455
2022,01,28,영등포구,22,419469.2362
2022,01,28,동작구,22,384715.0551
2022,01,28,관악구,22,477081.3502
2022,01,28,서초구,22,486789.8095
2022,01,28,강남구,22,665960.0352
2022,01,28,송파구,22,721466.134
2022,01,28,강동구,22,523995.1268
2022,01,28,종로구,23,197369.5034
2022,01,28,중구,23,164196.581
2022,01,28,용산구,23,251236.4629
2022,01,28,성동구,23,316666.4657
2022,01,28,광진구,23,353934.9358
2022,01,28,동대문구,23,335660.1652
2022,01,28,중랑구,23,376245.9817
2022,01,28,성북구,23,421654.4166
2022,01,28,강북구,23,311175.0675
2022,01,28,도봉구,23,290518.1646
2022,01,28,노원구,23,526910.995
2022,01,28,은평구,23,470080.5438
2022,01,28,서대문구,23,335769.5981
2022,01,28,마포구,23,399210.9575
2022,01,28,양천구,23,400045.1394
2022,01,28,강서구,23,543624.234
2022,01,28,구로구,23,386046.5848
2022,01,28,금천구,23,202918.4363
2022,01,28,영등포구,23,405982.7027
2022,01,28,동작구,23,390679.7511
2022,01,28,관악구,23,480735.1185
2022,01,28,서초구,23,461783.1938
2022,01,28,강남구,23,645346.6285
2022,01,28,송파구,23,723924.058
2022,01,28,강동구,23,526931.1738
2022,01,29,종로구,0,195299.903
2022,01,29,중구,0,158912.7638
2022,01,29,용산구,0,249576.3269
2022,01,29,성동구,0,315690.5283
2022,01,29,광진구,0,353418.8112
2022,01,29,동대문구,0,335355.5744
2022,01,29,중랑구,0,377599.8673
2022,01,29,성북구,0,422800.4917
2022,01,29,강북구,0,312306.9117
2022,01,29,도봉구,0,292312.0361
2022,01,29,노원구,0,526725.7605
2022,01,29,은평구,0,471232.7043
2022,01,29,서대문구,0,335413.0023
2022,01,29,마포구,0,396440.9775
2022,01,29,양천구,0,400288.9165
2022,01,29,강서구,0,543920.6377
2022,01,29,구로구,0,386322.2958
2022,01,29,금천구,0,202961.6705
2022,01,29,영등포구,0,404282.5226
2022,01,29,동작구,0,390673.7763
2022,01,29,관악구,0,481471.2389
2022,01,29,서초구,0,457331.5086
2022,01,29,강남구,0,639109.963
2022,01,29,송파구,0,722709.0793
2022,01,29,강동구,0,528482.6807
2022,01,29,종로구,1,194120.075
2022,01,29,중구,1,156175.7846
2022,01,29,용산구,1,250121.5265
2022,01,29,성동구,1,315296.0403
2022,01,29,광진구,1,354218.3166
2022,01,29,동대문구,1,335394.1988
2022,01,29,중랑구,1,378294.5927
2022,01,29,성북구,1,423631.7437
2022,01,29,강북구,1,312541.459
2022,01,29,도봉구,1,293020.4739
2022,01,29,노원구,1,526663.8574
2022,01,29,은평구,1,472241.325
2022,01,29,서대문구,1,335186.0455
2022,01,29,마포구,1,397315.0504
2022,01,29,양천구,1,397024.1469
2022,01,29,강서구,1,544146.4049
2022,01,29,구로구,1,386013.4645
2022,01,29,금천구,1,201052.8985
2022,01,29,영등포구,1,403466.1633
2022,01,29,동작구,1,390422.5392
2022,01,29,관악구,1,482981.3151
2022,01,29,서초구,1,455085.7907
2022,01,29,강남구,1,634173.2254
2022,01,29,송파구,1,721615.2356
2022,01,29,강동구,1,528733.4648
2022,01,29,종로구,2,193138.6379
2022,01,29,중구,2,154168.6902
2022,01,29,용산구,2,249956.3072
2022,01,29,성동구,2,314800.1351
2022,01,29,광진구,2,354688.717
2022,01,29,동대문구,2,335981.2234
2022,01,29,중랑구,2,378579.7397
2022,01,29,성북구,2,424204.307
2022,01,29,강북구,2,312776.7775
2022,01,29,도봉구,2,293168.7471
2022,01,29,노원구,2,527207.2202
2022,01,29,은평구,2,473010.1311
2022,01,29,서대문구,2,335069.0244
2022,01,29,마포구,2,397345.9007
2022,01,29,양천구,2,396585.9789
2022,01,29,강서구,2,543950.7169
2022,01,29,구로구,2,385386.2089
2022,01,29,금천구,2,201097.9074
2022,01,29,영등포구,2,402931.5172
2022,01,29,동작구,2,390461.4619
2022,01,29,관악구,2,483509.5912
2022,01,29,서초구,2,454148.0222
2022,01,29,강남구,2,631202.9761
2022,01,29,송파구,2,721738.9838
2022,01,29,강동구,2,528894.409
2022,01,29,종로구,3,193019.6543
2022,01,29,중구,3,153075.6535
2022,01,29,용산구,3,250357.0189
2022,01,29,성동구,3,314736.8711
2022,01,29,광진구,3,354866.9589
2022,01,29,동대문구,3,336377.735
2022,01,29,중랑구,3,378451.1376
2022,01,29,성북구,3,423949.6711
2022,01,29,강북구,3,312797.9437
2022,01,29,도봉구,3,293178.8974
2022,01,29,노원구,3,527474.4275
2022,01,29,은평구,3,472929.2197
2022,01,29,서대문구,3,334507.0448
2022,01,29,마포구,3,397606.6784
2022,01,29,양천구,3,396829.0042
2022,01,29,강서구,3,543849.1904
2022,01,29,구로구,3,385103.4985
2022,01,29,금천구,3,200706.4127
2022,01,29,영등포구,3,402539.949
2022,01,29,동작구,3,390960.4735
2022,01,29,관악구,3,483497.229
2022,01,29,서초구,3,453483.8728
2022,01,29,강남구,3,629563.7611
2022,01,29,송파구,3,721486.2054
2022,01,29,강동구,3,529251.4006
2022,01,29,종로구,4,193245.6055
2022,01,29,중구,4,152824.8362
2022,01,29,용산구,4,252294.1875
2022,01,29,성동구,4,315210.3556
2022,01,29,광진구,4,354867.717
2022,01,29,동대문구,4,336215.9865
2022,01,29,중랑구,4,377985.2372
2022,01,29,성북구,4,423826.9451
2022,01,29,강북구,4,312255.1354
2022,01,29,도봉구,4,292571.4344
2022,01,29,노원구,4,526620.7389
2022,01,29,은평구,4,471849.8
2022,01,29,서대문구,4,334313.1123
2022,01,29,마포구,4,398332.8113
2022,01,29,양천구,4,395066.2128
2022,01,29,강서구,4,544917.7764
2022,01,29,구로구,4,384663.3495
2022,01,29,금천구,4,199298.2918
2022,01,29,영등포구,4,402492.1472
2022,01,29,동작구,4,390396.8211
2022,01,29,관악구,4,482670.5644
2022,01,29,서초구,4,455722.1522
2022,01,29,강남구,4,628337.2773
2022,01,29,송파구,4,721348.0192
2022,01,29,강동구,4,528518.325
2022,01,29,종로구,5,193841.8652
2022,01,29,중구,5,153442.7683
2022,01,29,용산구,5,252381.6564
2022,01,29,성동구,5,316510.34
2022,01,29,광진구,5,354231.9826
2022,01,29,동대문구,5,335948.985
2022,01,29,중랑구,5,376174.55
2022,01,29,성북구,5,422529.2996
2022,01,29,강북구,5,310399.1542
2022,01,29,도봉구,5,292020.3106
2022,01,29,노원구,5,523946.8238
2022,01,29,은평구,5,469509.8453
2022,01,29,서대문구,5,333696.8241
2022,01,29,마포구,5,396643.1445
2022,01,29,양천구,5,394584.2511
2022,01,29,강서구,5,546642.1736
2022,01,29,구로구,5,383930.9993
2022,01,29,금천구,5,198274.3474
2022,01,29,영등포구,5,402895.1907
2022,01,29,동작구,5,389398.965
2022,01,29,관악구,5,480662.1682
2022,01,29,서초구,5,461102.7873
2022,01,29,강남구,5,630409.1938
2022,01,29,송파구,5,720503.7565
2022,01,29,강동구,5,527495.9627
2022,01,29,종로구,6,196190.3321
2022,01,29,중구,6,156788.5774
2022,01,29,용산구,6,253188.4591
2022,01,29,성동구,6,317171.7002
2022,01,29,광진구,6,352370.8319
2022,01,29,동대문구,6,335483.1623
2022,01,29,중랑구,6,373008.2889
2022,01,29,성북구,6,419653.4991
2022,01,29,강북구,6,307607.8756
2022,01,29,도봉구,6,289789.7481
2022,01,29,노원구,6,519941.5808
2022,01,29,은평구,6,465458.2045
2022,01,29,서대문구,6,331891.838
2022,01,29,마포구,6,395410.0741
2022,01,29,양천구,6,392313.8869
2022,01,29,강서구,6,546604.9994
2022,01,29,구로구,6,381533.5832
2022,01,29,금천구,6,198255.1969
2022,01,29,영등포구,6,402482.4316
2022,01,29,동작구,6,387582.6494
2022,01,29,관악구,6,476702.0054
2022,01,29,서초구,6,467109.6346
2022,01,29,강남구,6,637134.7468
2022,01,29,송파구,6,719475.655
2022,01,29,강동구,6,524156.1738
2022,01,29,종로구,22,191554.0102
2022,01,29,중구,22,154262.5947
2022,01,29,용산구,22,246624.1145
2022,01,29,성동구,22,307647.1461
2022,01,29,광진구,22,338790.6833
2022,01,29,동대문구,22,321137.5976
2022,01,29,중랑구,22,367905.4539
2022,01,29,성북구,22,410645.3621
2022,01,29,강북구,22,305012.2156
2022,01,29,도봉구,22,291196.6605
2022,01,29,노원구,22,507490.1435
2022,01,29,은평구,22,452845.725
2022,01,29,서대문구,22,322686.2106
2022,01,29,마포구,22,383668.8882
2022,01,29,양천구,22,382100.0466
2022,01,29,강서구,22,521923.0914
2022,01,29,구로구,22,375417.5012
2022,01,29,금천구,22,195998.2972
2022,01,29,영등포구,22,393349.1203
2022,01,29,동작구,22,366912.8655
2022,01,29,관악구,22,451172.6418
2022,01,29,서초구,22,446084.486
2022,01,29,강남구,22,607452.0442
2022,01,29,송파구,22,686513.7158
2022,01,29,강동구,22,505733.9655
2022,01,29,종로구,23,187328.4931
2022,01,29,중구,23,147572.3598
2022,01,29,용산구,23,241780.9731
2022,01,29,성동구,23,300207.819
2022,01,29,광진구,23,339372.7606
2022,01,29,동대문구,23,324235.4343
2022,01,29,중랑구,23,370157.414
2022,01,29,성북구,23,410193.2893
2022,01,29,강북구,23,308960.1848
2022,01,29,도봉구,23,287856.3552
2022,01,29,노원구,23,514354.0561
2022,01,29,은평구,23,459905.7912
2022,01,29,서대문구,23,321080.8516
2022,01,29,마포구,23,379302.7103
2022,01,29,양천구,23,384653.1415
2022,01,29,강서구,23,520865.5994
2022,01,29,구로구,23,374666.0308
2022,01,29,금천구,23,193922.2861
2022,01,29,영등포구,23,384047.5152
2022,01,29,동작구,23,372002.4736
2022,01,29,관악구,23,452872.4294
2022,01,29,서초구,23,430242.291
2022,01,29,강남구,23,594526.527
2022,01,29,송파구,23,687346.9162
2022,01,29,강동구,23,507932.984
2022,01,30,종로구,0,186080.8257
2022,01,30,중구,0,147670.9284
2022,01,30,용산구,0,240609.5404
2022,01,30,성동구,0,298276.9003
2022,01,30,광진구,0,336165.3191
2022,01,30,동대문구,0,324072.726
2022,01,30,중랑구,0,370954.1976
2022,01,30,성북구,0,411278.2593
2022,01,30,강북구,0,308712.8894
2022,01,30,도봉구,0,289658.9793
2022,01,30,노원구,0,513583.2728
2022,01,30,은평구,0,460421.663
2022,01,30,서대문구,0,322424.8275
2022,01,30,마포구,0,375639.8531
2022,01,30,양천구,0,385337.2953
2022,01,30,강서구,0,520882.4399
2022,01,30,구로구,0,374200.9996
2022,01,30,금천구,0,194234.2683
2022,01,30,영등포구,0,382475.3284
2022,01,30,동작구,0,371674.0009
2022,01,30,관악구,0,453726.9582
2022,01,30,서초구,0,427075.064
2022,01,30,강남구,0,593281.3047
2022,01,30,송파구,0,685993.9635
2022,01,30,강동구,0,509574.5397
2022,01,30,종로구,1,185260.8568
2022,01,30,중구,1,146356.4897
2022,01,30,용산구,1,241341.7873
2022,01,30,성동구,1,298679.2253
2022,01,30,광진구,1,336460.8708
2022,01,30,동대문구,1,323853.5799
2022,01,30,중랑구,1,371386.6899
2022,01,30,성북구,1,410858.8229
2022,01,30,강북구,1,308952.8029
2022,01,30,도봉구,1,290364.4457
2022,01,30,노원구,1,513768.3972
2022,01,30,은평구,1,461058.1553
2022,01,30,서대문구,1,321025.6532
2022,01,30,마포구,1,377283.1369
2022,01,30,양천구,1,382119.2928
2022,01,30,강서구,1,521106.7886
2022,01,30,구로구,1,373899.6051
2022,01,30,금천구,1,192789.1684
2022,01,30,영등포구,1,381578.9584
2022,01,30,동작구,1,370904.4997
2022,01,30,관악구,1,455604.7975
2022,01,30,서초구,1,425594.5206
2022,01,30,강남구,1,590152.2927
2022,01,30,송파구,1,685184.3423
2022,01,30,강동구,1,509394.4051
2022,01,30,종로구,2,184860.6118
2022,01,30,중구,2,145812.21
2022,01,30,용산구,2,241075.7308
2022,01,30,성동구,2,298091.0687
2022,01,30,광진구,2,336782.1741
2022,01,30,동대문구,2,324311.2297
2022,01,30,중랑구,2,371548.6846
2022,01,30,성북구,2,411251.8697
2022,01,30,강북구,2,308864.3257
2022,01,30,도봉구,2,290587.9795
2022,01,30,노원구,2,513702.4608
2022,01,30,은평구,2,461169.4513
2022,01,30,서대문구,2,320710.2884
2022,01,30,마포구,2,377384.128
2022,01,30,양천구,2,381942.2479
2022,01,30,강서구,2,521085.4749
2022,01,30,구로구,2,373107.3982
2022,01,30,금천구,2,192309.06
2022,01,30,영등포구,2,381574.7716
2022,01,30,동작구,2,370582.7743
2022,01,30,관악구,2,455938.5115
2022,01,30,서초구,2,424702.954
2022,01,30,강남구,2,588202.36
2022,01,30,송파구,2,684378.0089
2022,01,30,강동구,2,509585.6008
2022,01,30,종로구,3,184563.8222
2022,01,30,중구,3,145167.9558
2022,01,30,용산구,3,241277.9224
2022,01,30,성동구,3,298075.2122
2022,01,30,광진구,3,336716.1588
2022,01,30,동대문구,3,324156.0647
2022,01,30,중랑구,3,371773.076
2022,01,30,성북구,3,411459.3578
2022,01,30,강북구,3,308566.5668
2022,01,30,도봉구,3,290678.3002
2022,01,30,노원구,3,513635.9216
2022,01,30,은평구,3,461088.8071
2022,01,30,서대문구,3,320977.4821
2022,01,30,마포구,3,376640.9178
2022,01,30,양천구,3,381239.2784
2022,01,30,강서구,3,521581.177
2022,01,30,구로구,3,372803.4135
2022,01,30,금천구,3,192209.2284
2022,01,30,영등포구,3,381419.4589
2022,01,30,동작구,3,371022.3623
2022,01,30,관악구,3,456057.2232
2022,01,30,서초구,3,424641.1346
2022,01,30,강남구,3,586880.9883
2022,01,30,송파구,3,684297.9441
2022,01,30,강동구,3,509743.7621
2022,01,30,종로구,4,184486.5405
2022,01,30,중구,4,144649.8622
2022,01,30,용산구,4,243015.6425
2022,01,30,성동구,4,298449.3766
2022,01,30,광진구,4,336785.53
2022,01,30,동대문구,4,324174.4369
2022,01,30,중랑구,4,371392.7501
2022,01,30,성북구,4,411157.1407
2022,01,30,강북구,4,308254.8282
2022,01,30,도봉구,4,290013.4797
2022,01,30,노원구,4,512943.9586
2022,01,30,은평구,4,460579.7598
2022,01,30,서대문구,4,320415.9878
2022,01,30,마포구,4,377775.342
2022,01,30,양천구,4,380204.3748
2022,01,30,강서구,4,523182.4192
2022,01,30,구로구,4,372827.3252
2022,01,30,금천구,4,191135.3376
2022,01,30,영등포구,4,380309.3966
2022,01,30,동작구,4,371040.5727
2022,01,30,관악구,4,455564.0487
2022,01,30,서초구,4,426176.3834
2022,01,30,강남구,4,586470.6431
2022,01,30,송파구,4,683839.9507
2022,01,30,강동구,4,508788.1134
2022,01,30,종로구,5,184542.831
2022,01,30,중구,5,145526.0197
2022,01,30,용산구,5,242846.0671
2022,01,30,성동구,5,298462.3342
2022,01,30,광진구,5,336081.2079
2022,01,30,동대문구,5,323570.42
2022,01,30,중랑구,5,370094.3985
2022,01,30,성북구,5,410171.88
2022,01,30,강북구,5,306876.5044
2022,01,30,도봉구,5,289664.7723
2022,01,30,노원구,5,511320.0924
2022,01,30,은평구,5,458786.1047
2022,01,30,서대문구,5,319887.9247
2022,01,30,마포구,5,376254.0009
2022,01,30,양천구,5,379478.913
2022,01,30,강서구,5,525068.4485
2022,01,30,구로구,5,372715.094
2022,01,30,금천구,5,190764.3108
2022,01,30,영등포구,5,381247.0089
2022,01,30,동작구,5,370588.8846
2022,01,30,관악구,5,454246.2273
2022,01,30,서초구,5,428163.575
2022,01,30,강남구,5,587067.195
2022,01,30,송파구,5,683083.0258
2022,01,30,강동구,5,507518.4955
2022,01,30,종로구,6,185886.1628
2022,01,30,중구,6,147733.2923
2022,01,30,용산구,6,243786.7714
2022,01,30,성동구,6,298814.5817
2022,01,30,광진구,6,334160.0859
2022,01,30,동대문구,6,322837.5985
2022,01,30,중랑구,6,368421.3804
2022,01,30,성북구,6,408083.1714
2022,01,30,강북구,6,304627.846
