사고발생_년도,사고발생_월,사고발생_일,사고발생_시간,자치구명,행정동,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고세부유형,법규위반,큰도로형태,세부도로형태,가해운전자 상해정도,피해운전자 상해정도
2015년,5월,22일,04시,도봉구,창동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,5월,23일,01시,동작구,신대방동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2015년,5월,23일,04시,마포구,서교동,경상사고,0,0,2,0,차도통행중,신호위반,교차로,교차로안,상해없음,경상
2015년,5월,24일,03시,영등포구,영등포동7가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,5월,24일,05시,송파구,가락동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,5월,25일,00시,중구,을지로2가,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2015년,5월,25일,02시,마포구,서교동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2015년,5월,25일,22시,강동구,천호동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,중상
2015년,5월,25일,23시,구로구,구로동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2015년,5월,26일,22시,영등포구,영등포동1가,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,5월,26일,22시,구로구,가리봉동,사망사고,1,0,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,사망
2015년,5월,27일,02시,중구,을지로3가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,5월,27일,02시,영등포구,신길동,경상사고,0,0,1,0,횡단중,기타,교차로,교차로부근,경상,상해없음
2015년,5월,27일,03시,동작구,상도동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,5월,27일,22시,은평구,증산동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,5월,28일,04시,동대문구,제기동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,5월,28일,04시,은평구,갈현동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,기타불명,경상
2015년,5월,28일,06시,성북구,정릉동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2015년,5월,28일,23시,중구,을지로1가,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로부근,상해없음,중상
2015년,5월,29일,23시,금천구,독산동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,5월,30일,00시,송파구,잠실동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,5월,30일,00시,노원구,상계동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2015년,5월,30일,04시,동작구,사당동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,5월,30일,23시,광진구,중곡동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,5월,31일,22시,관악구,남현동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,1일,22시,중구,신당동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,횡단보도부근,기타불명,부상신고
2015년,6월,1일,23시,서초구,방배동,부상신고사고,0,0,0,1,횡단중,신호위반,단일로,횡단보도상,상해없음,부상신고
2015년,6월,2일,02시,송파구,삼전동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,2일,06시,중랑구,신내동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2015년,6월,2일,22시,서대문구,홍제동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,6월,3일,04시,성동구,행당동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,3일,23시,강북구,번동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2015년,6월,3일,23시,양천구,신정동,중상사고,0,2,0,1,횡단중,보행자보호의무위반,단일로,횡단보도상,부상신고,중상
2015년,6월,4일,01시,은평구,신사동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,6월,4일,01시,동대문구,이문동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,6월,4일,05시,은평구,불광동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2015년,6월,5일,05시,영등포구,영등포동2가,경상사고,0,0,1,0,횡단중,안전운전불이행,기타,기타,상해없음,경상
2015년,6월,5일,23시,은평구,갈현동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,6월,6일,00시,서대문구,천연동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,6일,02시,강남구,논현동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2015년,6월,6일,03시,광진구,자양동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2015년,6월,6일,05시,동작구,노량진동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,6일,22시,강남구,청담동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,6월,6일,22시,강동구,천호동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,6일,22시,양천구,신정동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,6월,7일,02시,강북구,번동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,7일,02시,광진구,화양동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,7일,02시,도봉구,창동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2015년,6월,9일,00시,동대문구,휘경동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2015년,6월,9일,22시,동작구,상도1동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도상,기타불명,중상
2015년,6월,9일,23시,강서구,내발산동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,기타불명,경상
2015년,6월,10일,00시,영등포구,여의도동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,10일,02시,관악구,신림동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,기타불명,경상
2015년,6월,10일,04시,성북구,정릉동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,6월,10일,22시,성동구,행당동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,6월,10일,23시,영등포구,당산동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,10일,23시,서초구,방배동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,11일,02시,동대문구,회기동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,11일,04시,송파구,방이동,사망사고,1,0,0,0,횡단중,과속,단일로,횡단보도상,상해없음,사망
2015년,6월,11일,23시,종로구,세종로,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,6월,11일,23시,마포구,상암동,경상사고,0,0,2,0,횡단중,신호위반,단일로,기타,상해없음,경상
2015년,6월,11일,23시,노원구,상계동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2015년,6월,11일,23시,도봉구,창동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,6월,12일,00시,서대문구,연희동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2015년,6월,12일,00시,송파구,마천동,부상신고사고,0,0,0,1,차도통행중,안전운전불이행,교차로,교차로안,상해없음,부상신고
2015년,6월,12일,01시,강남구,역삼동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2015년,6월,12일,02시,영등포구,당산동5가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,12일,04시,영등포구,대림동,사망사고,1,0,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,사망
2015년,6월,14일,02시,은평구,응암동,부상신고사고,0,0,0,1,차도통행중,안전운전불이행,단일로,기타,기타불명,부상신고
2015년,6월,14일,22시,구로구,구로동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,15일,22시,서대문구,연희동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,15일,22시,서초구,방배동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2015년,6월,15일,23시,은평구,불광동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,16일,06시,구로구,오류동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2015년,6월,16일,22시,구로구,구로동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,16일,23시,도봉구,창동,중상사고,0,1,0,1,차도통행중,안전운전불이행,단일로,기타,부상신고,중상
2015년,6월,17일,22시,동작구,본동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,17일,23시,영등포구,영등포동3가,중상사고,0,1,0,0,횡단중,기타,단일로,횡단보도상,상해없음,중상
2015년,6월,17일,23시,강서구,화곡동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,6월,18일,00시,동작구,상도동,경상사고,0,0,1,1,차도통행중,안전운전불이행,단일로,기타,부상신고,경상
2015년,6월,18일,01시,은평구,불광동,중상사고,0,1,0,0,횡단중,과속,단일로,횡단보도상,상해없음,중상
2015년,6월,18일,03시,은평구,갈현동,경상사고,0,0,1,1,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,18일,22시,동대문구,장안동,경상사고,0,0,2,0,횡단중,안전운전불이행,교차로,교차로부근,경상,경상
2015년,6월,19일,00시,중구,중림동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,교차로,교차로안,상해없음,부상신고
2015년,6월,19일,04시,성북구,장위동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2015년,6월,19일,05시,종로구,통인동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,19일,06시,강남구,논현동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2015년,6월,19일,23시,영등포구,영등포동5가,중상사고,0,2,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,19일,23시,금천구,가산동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,19일,23시,금천구,가산동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,19일,23시,은평구,갈현동,중상사고,0,1,0,0,차도통행중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,6월,20일,00시,중랑구,상봉동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,기타불명,경상
2015년,6월,20일,01시,동작구,상도동,사망사고,1,0,0,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,사망
2015년,6월,20일,02시,서초구,방배동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2015년,6월,20일,22시,은평구,진관동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,6월,21일,01시,마포구,신수동,중상사고,0,1,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,6월,21일,01시,강남구,삼성동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,21일,01시,강서구,염창동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,21일,03시,노원구,상계동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,경상
2015년,6월,23일,22시,광진구,중곡동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2015년,6월,23일,22시,구로구,구로동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,6월,23일,23시,성북구,안암동5가,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,6월,23일,23시,서초구,방배동,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2015년,6월,24일,00시,도봉구,도봉동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2015년,6월,24일,05시,마포구,아현동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,기타,기타불명,경상
2015년,6월,24일,23시,광진구,광장동,중상사고,0,2,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,25일,01시,도봉구,방학동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,6월,25일,22시,강동구,상일동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2015년,6월,26일,00시,강남구,논현동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,26일,00시,송파구,가락동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2015년,6월,26일,01시,마포구,상암동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,26일,01시,영등포구,신길동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로부근,상해없음,중상
2015년,6월,26일,01시,강남구,논현동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,26일,22시,노원구,상계동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,중상
2015년,6월,26일,23시,동대문구,제기동,경상사고,0,0,1,0,횡단중,안전운전불이행,기타,기타,상해없음,경상
2015년,6월,27일,02시,강북구,수유동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,6월,27일,23시,광진구,구의동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,6월,27일,23시,양천구,목동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2015년,6월,28일,00시,강북구,미아동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,기타불명,경상
2015년,6월,28일,00시,강서구,염창동,중상사고,0,1,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,6월,28일,01시,중구,충무로3가,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,28일,02시,중랑구,중화동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2015년,6월,29일,00시,영등포구,영등포동,중상사고,0,1,0,0,차도통행중,안전운전불이행,기타,기타,상해없음,중상
2015년,6월,29일,23시,송파구,문정동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,사망
2015년,6월,30일,00시,영등포구,여의도동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2015년,6월,30일,00시,동작구,대방동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2015년,6월,30일,00시,강동구,천호동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,기타불명,경상
2015년,6월,30일,00시,서초구,잠원동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,6월,30일,00시,도봉구,도봉동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2015년,6월,30일,01시,강동구,길동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2015년,6월,30일,06시,중구,남대문로5가,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2015년,6월,30일,23시,종로구,청진동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2015년,7월,1일,06시,구로구,오류동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,1일,23시,송파구,오금동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,2일,22시,양천구,신정동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2015년,7월,2일,23시,성북구,정릉동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,7월,3일,01시,도봉구,방학동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2015년,7월,3일,22시,은평구,대조동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2015년,7월,4일,00시,용산구,한남동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,경상
2015년,7월,4일,00시,강동구,길동,경상사고,0,0,1,0,횡단중,안전운전불이행,기타,기타,상해없음,경상
2015년,7월,4일,03시,광진구,광장동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,4일,05시,영등포구,영등포동3가,경상사고,0,0,1,0,횡단중,안전운전불이행,기타,기타,상해없음,경상
2015년,7월,4일,23시,영등포구,영등포동3가,중상사고,0,1,0,0,차도통행중,안전운전불이행,기타,기타,상해없음,중상
2015년,7월,5일,04시,광진구,자양동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,7월,5일,22시,강북구,수유동,경상사고,0,0,2,0,횡단중,신호위반,단일로,기타,상해없음,경상
2015년,7월,7일,03시,중구,을지로6가,경상사고,0,0,1,0,횡단중,중앙선침범,단일로,횡단보도부근,상해없음,경상
2015년,7월,7일,05시,송파구,삼전동,경상사고,0,0,1,0,횡단중,신호위반,단일로,횡단보도부근,상해없음,경상
2015년,7월,7일,22시,동작구,사당동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,경상
2015년,7월,7일,23시,은평구,증산동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2015년,7월,8일,06시,금천구,독산동,경상사고,0,0,2,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,7월,8일,22시,마포구,연남동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,8일,22시,영등포구,양화동,중상사고,0,1,0,0,횡단중,안전운전불이행,기타,기타,상해없음,중상
2015년,7월,8일,23시,종로구,관철동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,경상
2015년,7월,8일,23시,용산구,이태원동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,기타불명,중상
2015년,7월,9일,00시,성동구,성수동2가,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,기타불명,경상
2015년,7월,9일,02시,동대문구,용두동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,7월,10일,04시,서초구,서초동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,10일,22시,마포구,서교동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,11일,02시,서대문구,창천동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2015년,7월,11일,03시,은평구,역촌동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,12일,01시,은평구,진관동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,7월,12일,02시,도봉구,쌍문동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,12일,03시,관악구,봉천동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도부근,상해없음,중상
2015년,7월,12일,04시,성동구,도선동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도상,상해없음,중상
2015년,7월,12일,04시,동작구,사당동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도상,상해없음,중상
2015년,7월,12일,05시,성동구,도선동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2015년,7월,12일,22시,광진구,군자동,중상사고,0,1,0,1,횡단중,안전운전불이행,단일로,기타,부상신고,중상
2015년,7월,12일,22시,광진구,구의동,경상사고,0,0,2,0,횡단중,신호위반,단일로,횡단보도상,상해없음,경상
2015년,7월,12일,23시,구로구,고척동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,12일,23시,서초구,반포동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,13일,01시,관악구,신림동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,13일,01시,노원구,상계동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2015년,7월,13일,22시,중구,남대문로1가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,13일,22시,영등포구,양평동2가,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,상해없음,경상
2015년,7월,13일,22시,금천구,독산동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,13일,23시,동대문구,용두동,중상사고,0,1,0,2,횡단중,안전운전불이행,단일로,기타,부상신고,중상
2015년,7월,13일,23시,광진구,화양동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,7월,13일,23시,금천구,독산동,부상신고사고,0,0,0,1,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,부상신고
2015년,7월,14일,01시,노원구,하계동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2015년,7월,14일,02시,용산구,원효로2가,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,경상
2015년,7월,15일,02시,동작구,대방동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2015년,7월,15일,22시,관악구,신림동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,16일,02시,구로구,고척동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,7월,16일,06시,도봉구,창동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,16일,23시,양천구,신월동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,16일,23시,강남구,역삼동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,17일,22시,영등포구,대림동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2015년,7월,17일,22시,영등포구,영등포동5가,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,18일,05시,영등포구,여의도동,중상사고,0,2,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,7월,18일,05시,송파구,방이동,경상사고,0,0,1,0,차도통행중,안전운전불이행,기타,기타,상해없음,경상
2015년,7월,18일,22시,중랑구,묵동,부상신고사고,0,0,0,1,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,부상신고
2015년,7월,19일,04시,양천구,신월동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,중상
2015년,7월,19일,05시,용산구,원효로1가,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,19일,22시,송파구,오금동,부상신고사고,0,0,0,1,차도통행중,안전운전불이행,기타,기타,상해없음,부상신고
2015년,7월,19일,23시,용산구,보광동,경상사고,0,0,1,0,차도통행중,중앙선침범,단일로,기타,상해없음,경상
2015년,7월,19일,23시,영등포구,양평동1가,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,19일,23시,금천구,가산동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,7월,20일,05시,강동구,상일동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,횡단보도상,상해없음,중상
2015년,7월,20일,22시,중랑구,면목동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,7월,21일,02시,중구,봉래동2가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,21일,03시,영등포구,양평동4가,사망사고,1,0,0,0,횡단중,신호위반,단일로,기타,상해없음,사망
2015년,7월,21일,05시,중구,서소문동,중상사고,0,1,0,0,횡단중,신호위반,단일로,횡단보도상,상해없음,중상
2015년,7월,21일,05시,동대문구,제기동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,21일,22시,성동구,옥수동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2015년,7월,22일,05시,구로구,구로동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2015년,7월,22일,22시,마포구,서교동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,7월,22일,23시,강남구,삼성동,부상신고사고,0,0,0,1,횡단중,신호위반,단일로,기타,상해없음,부상신고
2015년,7월,23일,22시,영등포구,영등포동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2015년,7월,23일,22시,송파구,잠실동,중상사고,0,1,0,0,차도통행중,기타,단일로,횡단보도상,상해없음,중상
2015년,7월,24일,00시,광진구,군자동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,7월,24일,00시,영등포구,영등포동6가,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2015년,7월,24일,00시,강동구,상일동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2015년,7월,24일,01시,중랑구,묵동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,횡단보도상,상해없음,사망
2015년,7월,24일,01시,강서구,화곡동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2015년,7월,24일,01시,양천구,신월동,중상사고,0,2,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
