사고발생_년도,사고발생_월,사고발생_일,사고발생_시간,자치구명,행정동,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고세부유형,법규위반,큰도로형태,세부도로형태,가해운전자 상해정도,피해운전자 상해정도
2018년,11월,23일,00시,서초구,잠원동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,11월,23일,01시,양천구,신정동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2018년,11월,23일,06시,광진구,자양동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,11월,23일,22시,양천구,목동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2018년,11월,24일,00시,강서구,내발산동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,상해없음,경상
2018년,11월,24일,00시,송파구,방이동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,11월,24일,00시,송파구,송파동,경상사고,0,0,1,1,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,경상
2018년,11월,24일,01시,용산구,한강로1가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,11월,24일,02시,강동구,천호동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,경상
2018년,11월,24일,05시,양천구,신정동,중상사고,0,2,0,0,횡단중,안전운전불이행,단일로,기타,중상,중상
2018년,11월,24일,06시,용산구,동자동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,11월,24일,06시,마포구,동교동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,중상
2018년,11월,25일,00시,영등포구,영등포동3가,중상사고,0,1,0,0,횡단중,안전운전불이행,기타,기타,상해없음,중상
2018년,11월,25일,01시,노원구,공릉동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,11월,25일,03시,강남구,논현동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,11월,25일,23시,종로구,경운동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,11월,26일,04시,영등포구,신길동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2018년,11월,26일,05시,금천구,독산동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,중상
2018년,11월,26일,05시,강서구,가양동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2018년,11월,26일,23시,용산구,청파동2가,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,중상
2018년,11월,27일,00시,종로구,종로2가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2018년,11월,27일,04시,양천구,신월동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,11월,27일,05시,중구,중림동,부상신고사고,0,0,0,1,횡단중,신호위반,교차로,교차로안,상해없음,부상신고
2018년,11월,27일,06시,서초구,양재동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2018년,11월,28일,00시,광진구,화양동,중상사고,0,2,0,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,중상
2018년,11월,28일,00시,마포구,상암동,경상사고,0,0,2,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,경상,경상
2018년,11월,28일,01시,구로구,구로동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,11월,28일,22시,종로구,충신동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,11월,28일,22시,성동구,성수동1가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2018년,11월,28일,22시,구로구,고척동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,11월,28일,23시,관악구,신림동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,11월,29일,02시,강북구,수유동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,경상
2018년,11월,29일,02시,마포구,서교동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2018년,11월,29일,05시,동대문구,장안동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2018년,11월,29일,06시,강서구,등촌동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2018년,11월,29일,06시,은평구,구산동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,11월,30일,00시,강북구,수유동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2018년,11월,30일,00시,영등포구,당산동5가,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,경상
2018년,11월,30일,00시,강남구,청담동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2018년,11월,30일,04시,구로구,고척동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,11월,30일,22시,종로구,신문로1가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,1일,01시,강북구,수유동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,1일,01시,마포구,동교동,중상사고,0,1,0,0,횡단중,안전운전불이행,기타,기타,상해없음,중상
2018년,12월,1일,02시,관악구,봉천동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,1일,02시,강남구,논현동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,상해없음,경상
2018년,12월,1일,02시,서초구,방배동,경상사고,0,0,1,0,횡단중,기타,미분류,미분류,상해없음,경상
2018년,12월,1일,03시,광진구,광장동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,1일,06시,강남구,논현동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,기타불명,중상
2018년,12월,1일,22시,종로구,소격동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,1일,23시,양천구,신정동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2018년,12월,2일,01시,관악구,신림동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,2일,02시,종로구,종로5가,중상사고,0,1,0,0,횡단중,과속,단일로,기타,상해없음,중상
2018년,12월,2일,05시,동대문구,장안동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,경상
2018년,12월,3일,00시,강서구,가양동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2018년,12월,3일,05시,영등포구,영등포동6가,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,기타불명,중상
2018년,12월,3일,05시,서초구,방배동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,중상
2018년,12월,3일,06시,중구,황학동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,3일,06시,용산구,용산동2가,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2018년,12월,3일,06시,강서구,등촌동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,3일,06시,강서구,내발산동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2018년,12월,3일,22시,강동구,천호동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,3일,22시,송파구,풍납동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,기타불명,경상
2018년,12월,4일,01시,마포구,대흥동,경상사고,0,0,1,0,횡단중,중앙선침범,단일로,기타,상해없음,경상
2018년,12월,4일,04시,동대문구,용두동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,4일,04시,관악구,봉천동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,기타불명,경상
2018년,12월,4일,23시,종로구,낙원동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,4일,23시,동대문구,답십리동,중상사고,0,2,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,5일,00시,관악구,봉천동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,5일,06시,동대문구,휘경동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,5일,06시,강서구,방화동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,5일,06시,강서구,화곡동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,경상
2018년,12월,5일,22시,강동구,천호동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,5일,23시,서대문구,창천동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,5일,23시,중랑구,면목동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,6일,05시,구로구,항동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,6일,23시,금천구,시흥동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2018년,12월,7일,00시,송파구,잠실동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,7일,01시,마포구,동교동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,7일,04시,서대문구,홍제동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,7일,06시,영등포구,영등포동7가,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2018년,12월,7일,22시,도봉구,창동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,8일,01시,은평구,응암동,중상사고,0,1,0,0,횡단중,과속,단일로,기타,상해없음,중상
2018년,12월,8일,03시,중구,장충동1가,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2018년,12월,8일,04시,강서구,화곡동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,9일,00시,영등포구,당산동3가,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,9일,02시,관악구,신림동,경상사고,0,0,3,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2018년,12월,9일,05시,금천구,독산동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,9일,06시,관악구,봉천동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2018년,12월,9일,23시,노원구,중계동,중상사고,0,1,1,0,횡단중,신호위반,교차로,교차로횡단보도내,중상,경상
2018년,12월,10일,00시,성북구,석관동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,10일,22시,영등포구,도림동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,10일,22시,노원구,상계동,경상사고,0,0,2,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,11일,05시,중랑구,면목동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,12일,06시,동대문구,이문동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,12일,22시,광진구,중곡동,중상사고,0,1,1,0,횡단중,안전운전불이행,교차로,교차로부근,경상,중상
2018년,12월,12일,22시,강서구,화곡동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,13일,00시,종로구,명륜2가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,13일,00시,광진구,자양동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,13일,22시,동작구,사당동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,13일,23시,강남구,개포동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,14일,00시,서초구,방배동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,14일,01시,종로구,청진동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로안,기타불명,경상
2018년,12월,14일,04시,강남구,논현동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,14일,06시,서초구,서초동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,14일,22시,양천구,목동,경상사고,0,0,1,0,횡단중,중앙선침범,단일로,기타,기타불명,경상
2018년,12월,15일,02시,영등포구,여의도동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,15일,03시,마포구,도화동,중상사고,0,2,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,15일,05시,동작구,신대방동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,16일,00시,성북구,동소문동3가,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,16일,03시,중랑구,면목동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,16일,22시,성북구,정릉동,경상사고,0,0,1,0,차도통행중,신호위반,기타,기타,기타불명,경상
2018년,12월,17일,05시,강북구,미아동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,17일,06시,용산구,청암동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2018년,12월,17일,06시,송파구,마천동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,기타,기타,상해없음,경상
2018년,12월,17일,22시,영등포구,대림동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2018년,12월,17일,23시,양천구,목동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2018년,12월,18일,00시,영등포구,양화동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,18일,00시,은평구,진관동,사망사고,1,0,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,사망
2018년,12월,18일,05시,성동구,성수동2가,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,18일,06시,영등포구,문래동3가,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,18일,22시,성북구,정릉동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,18일,23시,마포구,도화동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,18일,23시,서초구,방배동,중상사고,0,3,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,19일,00시,금천구,시흥동,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2018년,12월,19일,01시,동작구,상도동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로안,상해없음,중상
2018년,12월,19일,23시,강북구,수유동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,20일,00시,영등포구,도림동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,20일,00시,동작구,사당동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,20일,00시,도봉구,창동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2018년,12월,20일,22시,동대문구,전농동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,20일,22시,동작구,대방동,경상사고,0,0,1,1,차도통행중,안전운전불이행,교차로,교차로부근,부상신고,경상
2018년,12월,20일,23시,성동구,금호동1가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2018년,12월,20일,23시,송파구,방이동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,20일,23시,양천구,신월동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,21일,03시,관악구,봉천동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,21일,04시,은평구,역촌동,경상사고,0,0,1,0,차도통행중,중앙선침범,단일로,기타,상해없음,경상
2018년,12월,21일,05시,영등포구,문래동3가,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,21일,06시,강남구,삼성동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2018년,12월,21일,06시,은평구,대조동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,21일,23시,송파구,신천동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,상해없음
2018년,12월,21일,23시,구로구,온수동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2018년,12월,22일,04시,중랑구,상봉동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2018년,12월,22일,04시,서초구,방배동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,22일,05시,강북구,번동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2018년,12월,22일,22시,성북구,정릉동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,22일,22시,강서구,화곡동,부상신고사고,0,0,0,1,횡단중,안전운전불이행,단일로,기타,상해없음,부상신고
2018년,12월,22일,22시,은평구,갈현동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,22일,23시,동대문구,청량리동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,23일,02시,용산구,한강로1가,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,지하차도(도로)내,상해없음,경상
2018년,12월,23일,04시,동대문구,용두동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2018년,12월,23일,22시,강남구,청담동,사망사고,1,0,0,0,횡단중,신호위반,단일로,기타,상해없음,사망
2018년,12월,24일,00시,중구,신당동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,경상
2018년,12월,24일,05시,마포구,망원동,중상사고,0,1,0,0,횡단중,안전운전불이행,기타,기타,상해없음,중상
2018년,12월,24일,23시,강동구,명일동,중상사고,0,1,0,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,25일,01시,광진구,자양동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,25일,01시,은평구,갈현동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,25일,03시,구로구,구로동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,25일,05시,양천구,신월동,사망사고,1,0,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,사망
2018년,12월,25일,06시,강남구,대치동,중상사고,0,1,0,0,횡단중,중앙선침범,단일로,기타,상해없음,중상
2018년,12월,25일,23시,용산구,이태원동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,26일,00시,강서구,등촌동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,26일,22시,종로구,서린동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,26일,22시,강남구,세곡동,부상신고사고,0,0,0,1,횡단중,신호위반,교차로,교차로부근,상해없음,부상신고
2018년,12월,26일,23시,동대문구,장안동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,중상
2018년,12월,26일,23시,광진구,군자동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,27일,02시,송파구,방이동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2018년,12월,27일,06시,강북구,우이동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로부근,상해없음,경상
2018년,12월,27일,06시,중랑구,중화동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,기타불명,경상
2018년,12월,28일,00시,강서구,가양동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,28일,01시,중랑구,상봉동,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2018년,12월,28일,04시,중랑구,망우동,중상사고,0,1,0,0,횡단중,중앙선침범,교차로,교차로부근,상해없음,중상
2018년,12월,28일,05시,종로구,종로3가,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2018년,12월,28일,06시,노원구,하계동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,중상
2018년,12월,29일,00시,중랑구,면목동,경상사고,0,0,2,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2018년,12월,29일,01시,금천구,독산동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,29일,01시,노원구,공릉동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2018년,12월,29일,02시,서초구,서초동,경상사고,0,0,1,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,경상
2018년,12월,29일,04시,영등포구,신길동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,29일,06시,성동구,행당동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,경상
2018년,12월,29일,22시,강북구,수유동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로안,상해없음,경상
2018년,12월,30일,04시,강북구,미아동,사망사고,1,0,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,사망
2018년,12월,30일,22시,관악구,봉천동,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2018년,12월,31일,00시,서초구,방배동,중상사고,0,1,0,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,중상
2018년,12월,31일,00시,강남구,역삼동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,경상
2018년,12월,31일,01시,서대문구,창천동,부상신고사고,0,0,0,2,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,부상신고
2018년,12월,31일,01시,영등포구,신길동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2018년,12월,31일,22시,성북구,정릉동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,경상
2018년,12월,31일,23시,강서구,방화동,부상신고사고,0,0,0,1,횡단중,신호위반,교차로,교차로횡단보도내,상해없음,부상신고
2019년,1월,1일,00시,강서구,방화동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2019년,1월,1일,01시,성동구,행당동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2019년,1월,1일,02시,서초구,방배동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,기타불명,중상
2019년,1월,1일,05시,중랑구,망우동,경상사고,0,0,1,0,횡단중,신호위반,단일로,기타,상해없음,경상
2019년,1월,1일,23시,금천구,시흥동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,교차로,교차로안,상해없음,중상
2019년,1월,2일,06시,은평구,대조동,중상사고,0,1,0,0,횡단중,보행자보호의무위반,단일로,기타,상해없음,중상
2019년,1월,2일,23시,강동구,성내동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2019년,1월,3일,00시,중랑구,상봉동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로부근,상해없음,경상
2019년,1월,3일,00시,서초구,서초동,중상사고,0,1,0,0,차도통행중,안전운전불이행,단일로,기타,상해없음,중상
2019년,1월,3일,02시,영등포구,양평동4가,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2019년,1월,3일,06시,양천구,목동,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2019년,1월,3일,22시,서대문구,대신동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,기타불명,경상
2019년,1월,4일,01시,관악구,신림동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로부근,상해없음,중상
2019년,1월,4일,22시,금천구,시흥동,중상사고,0,1,0,0,횡단중,신호위반,단일로,기타,상해없음,중상
2019년,1월,4일,22시,송파구,오금동,경상사고,0,0,1,0,횡단중,보행자보호의무위반,교차로,교차로횡단보도내,상해없음,경상
2019년,1월,4일,23시,중구,을지로6가,경상사고,0,0,1,0,차도통행중,안전운전불이행,단일로,기타,상해없음,경상
2019년,1월,5일,00시,종로구,관철동,중상사고,0,1,1,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2019년,1월,5일,03시,금천구,독산동,경상사고,0,0,1,0,횡단중,안전운전불이행,단일로,기타,상해없음,경상
2019년,1월,5일,22시,구로구,구로동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,경상
2019년,1월,6일,01시,영등포구,영등포동3가,중상사고,0,1,0,0,횡단중,안전운전불이행,단일로,기타,상해없음,중상
2019년,1월,7일,05시,동대문구,제기동,중상사고,0,1,0,0,차도통행중,안전운전불이행,교차로,교차로횡단보도내,상해없음,중상
2019년,1월,7일,05시,중랑구,망우동,경상사고,0,0,1,0,횡단중,신호위반,교차로,교차로부근,상해없음,경상
2019년,1월,7일,05시,송파구,풍납동,경상사고,0,0,2,0,차도통행중,안전운전불이행,교차로,교차로안,상해없음,경상
2019년,1월,8일,04시,강서구,염창동,사망사고,1,0,0,0,횡단중,안전운전불이행,교차로,교차로안,상해없음,사망
2019년,1월,8일,06시,영등포구,영등포동,경상사고,0,0,1,0,횡단중,안전운전불이행,교차로,교차로횡단보도내,기타불명,경상
2019년,1월,8일,22시,중구,태평로2가,중상사고,0,2,0,0,횡단중,과속,단일로,기타,상해없음,중상
